,chinese,english
893,你很聰明。,You're smart.
894,還有別的嗎？,Anything else?
895,他們可愛嗎 ？,Are they cute?
896,您生氣了嗎？,Are you angry?
897,你生氣了嗎？,Are you angry?
898,你快樂嗎？,Are you happy?
899,你開心嗎？,Are you happy?
900,您準備好了嗎？,Are you ready?
901,你們準備好了嗎？,Are you ready?
902,你準備好了嗎？,Are you ready?
903,你在嗎？,Are you there?
904,你累了嗎?,Are you tired?
905,你覺得累嗎？,Are you tired?
906,再問一下湯姆吧。,Ask Tom again.
907,帶鑰匙來。,Bring the key.
908,叫保安來！,Call security!
909,可以給我嗎？,Can I have it?
910,您會開車嗎？,Can you drive?
911,你會溜冰嗎？,Can you skate?
912,貓咪很可愛。,Cats are cute.
913,請結帳。,"Check, please."
914,湯姆有回應了嗎？,Did Tom reply?
915,你寫嗎?,Did you write?
916,我認識你嗎？,Do I know you?
917,懂了嗎？,Do you follow?
918,懂麼？,Do you get it?
919,不要失禮。,Don't be rude.
920,不要放棄!,Don't give up!
921,不要恨我。,Don't hate me.
922,不要管我。,Don't mind me.
923,不要告訴我。,Don't tell me.
924,畫一個圈。,Draw a circle.
925,吃吧，喝吧。,Eat and drink.
926,鮮花盛開。,Flowers bloom.
927,堅持。,Hang in there.
928,他挖了一個洞。,He dug a hole.
929,他著涼了。,He has a cold.
930,這是一個小偷。,He is a thief.
931,他在家裡。,He is at home.
932,他是我的菜!,He is my type!
933,他不是傻子。,He is no fool.
934,他現在出去了。,He is out now.
935,他對我撒謊。,He lied to me.
936,他欺騙了我們。,He lied to us.
937,他賣車子。,He sells cars.
938,他槍擊了我。,He shot at me.
939,他努力地嘗試。,He tries hard.
940,他走路很快。,He walks fast.
941,他想要更多。,He wants more.
942,他是美國人。,He's American.
943,他不在家。,He's not home.
944,他在讀書。,He's studying.
945,大家好！,"Hi, everybody."
946,你怎麼樣？,How about you?
947,那你呢?,How about you?
948,你們呢？,How about you?
949,您呢？,How about you?
950,多美啊！,How beautiful!
951,我有糖尿病。,I am diabetic.
952,我離婚了。,I am divorced.
953,我打噴嚏了。,I am sneezing.
954,我很難過。,I am very sad.
955,我同意。,I approved it.
956,我相信你。,I believe you.
957,我開車來的。,I came by car.
958,我感覺得到它。,I can feel it.
959,我聽得到。,I can hear it.
960,我看得見湯姆。,I can see Tom.
961,我無法做到這一點。,I can't do it.
962,我做不到。,I can't do it.
963,我不能走。,I can't leave.
964,我走不了。,I can't leave.
965,我鄙視你。,I despise you.
966,我做得好到不能再好了。,I did my best.
967,我沒通過。,I didn't pass.
968,我沒唱。,I didn't sing.
969,我不抽菸。,I don't smoke.
970,我餵過狗了。,I fed the dog.
971,我覺得很孤獨。,I feel lonely.
972,我感覺不舒服。,I feel unwell.
973,我覺得很孤獨。,I felt lonely.
974,我是免費得到的。,I got it free.
975,我討厭法語。,I hate French.
976,我恨冬天。,I hate winter.
977,我討厭冬天。,I hate winter.
978,我有一輛自行車。,I have a bike.
979,我有一艘小船。,I have a boat.
980,我感冒了。,I have a cold.
981,我有一個家。,I have a home.
982,我有一隻蛋。,I have an egg.
983,我有哮喘。,I have asthma.
984,我有癌症。,I have cancer.
985,我必須贏。,I have to win.
986,我剛才起床了。,I just got up.
987,我喜歡足球。,I like soccer.
988,我喜歡運動。,I like sports.
989,我喜歡吃。,I like to eat.
990,我喜歡跑步。,I like to run.
991,我鑰匙丟了。,I lost my key.
992,我愛法語。,I love French.
993,我愛咖啡。,I love coffee.
994,我愛電影。,I love movies.
995,我愛大自然。,I love nature.
996,我喜歡運動。,I love sports.
997,我想念波士頓。,I miss Boston.
998,我現在必須走了。,I must go now.
999,我需要一輛出租車。,I need a taxi.
1000,我需要些建議。,I need advice.
1001,我需要嘗試。,I need to try.
1002,我尊敬湯姆。,I respect Tom.
1003,我什麼都沒看見。,I saw nothing.
1004,我應該服從。,I should obey.
1005,我想我可以。,I think I can.
1006,我使用火狐瀏覽器。,I use Firefox.
1007,我使用火狐。,I use Firefox.
1008,我用Twitter。,I use Twitter.
1009,我想要一艘船。,I want a boat.
1010,我想要本書。,I want a book.
1011,我想哭。,I want to cry.
1012,我想死,I want to die.
1013,我剛才在家。,I was at home.
1014,我很冷。,I was so cold.
1015,我要買這個。,I'll buy this.
1016,我會打電話給你。,I'll call you.
1017,我會在這裡吃飯。,I'll eat here.
1018,我是湯姆的父親。,I'm Tom's dad.
1019,我是湯姆的爸爸。,I'm Tom's dad.
1020,我是學生。,I'm a student.
1021,我是個學生。,I'm a student.
1022,我是個老師。,I'm a teacher.
1023,我累死了。,I'm exhausted.
1024,困死了。,I'm exhausted.
1025,我很疲憊。,I'm exhausted.
1026,我也在這裡。,"I'm here, too."
1027,我回來了，媽！,"I'm home, Mom!"
1028,我是個急性子。,I'm impatient.
1029,我在節食。,I'm on a diet.
1030,我這就上路。,I'm on my way.
1031,我好孤單。,I'm so lonely.
1032,我真蠢。,I'm so stupid.
1033,我還是很氣。,I'm still mad.
1034,我單身。,I'm unmarried.
1035,我單身。,I'm unmarried.
1036,我很忙。,I'm very busy.
1037,我有時間。,I've got time.
1038,我有酒。,I've got wine.
1039,湯姆在嗎？,Is Tom around?
1040,湯姆在吃飯嗎？,Is Tom eating?
1041,他對嗎？,Is he correct?
1042,嚴重嗎？,Is it serious?
1043,那是隻蝙蝠嗎？,Is that a bat?
1044,那是紙嗎？,Is that paper?
1045,這是湯姆的嗎？,Is this Tom's?
1046,這是湯姆的東西嗎？,Is this Tom's?
1047,下雨了。,It is raining.
1048,在下雨。,It is raining.
1049,看起來不錯。,It looks good.
1050,可能會下雨。,It might rain.
1051,可能要下雨了。,It might rain.
1052,這需要時間。,It takes time.
1053,它不會奏效。,It won't work.
1054,它是個秘密。,It's a secret.
1055,公事公辦。,It's business.
1056,現在是秋天。,It's fall now.
1057,天氣好冷。,It's freezing.
1058,它有改善了。,It's improved.
1059,這是我的錯。,It's my fault.
1060,那是我的錢。,It's my money.
1061,我請客。,It's my treat.
1062,不是我的。,It's not mine.
1063,太早了。,It's so early.
1064,它太長了。,It's too long.
1065,它太大聲。,It's too loud.
1066,太早了。,It's too soon.
1067,它很大。,It's very big.
1068,確保湯姆安全。,Keep Tom safe.
1069,保持安靜,Keep it quiet.
1070,讓我看看。,Let me see it.
1071,讓我試試。,Let me try it.
1072,讓我們回家吧。,Let's go home.
1073,鎖大門。,Lock the gate.
1074,愛情是盲目的。,Love is blind.
1075,戀愛使人盲目。,Love is blind.
1076,快點。,Make it quick.
1077,人固有一死。,Man is mortal.
1078,我可以進來嗎?,May I come in?
1079,在那裡見我。,Meet me there.
1080,我的腳痛。,My foot hurts.
1081,我頭痛。,My head aches.
1082,我頭痛。,My head hurts.
1083,我脖子痛。,My neck hurts.
1084,我的鋼筆是新的。,My pen is new.
1085,決不放棄。,Never give up.
1086,什麼都沒動。,Nothing moved.
1087,量力而行。,Pace yourself.
1088,戒掉賭博吧。,Quit gambling.
1089,現在讀這個。,Read this now.
1090,拯救你自己。,Save yourself.
1091,再見！,See you again.
1092,再見。,See you later.
1093,和我握手。,Shake my hand.
1094,我們該步行嗎？,Shall we walk?
1095,她感到悶悶不樂的。,She felt blue.
1096,她恨他。,She hated him.
1097,她吃。,She is eating.
1098,她愛湯姆。,She loves Tom.
1099,她在節食中。,She's dieting.
1100,她在節食。,She's dieting.
1101,她是我的菜。,She's my type.
1102,給我看下它吧。,Show it to me.
1103,不要把門開著。,Shut the door.
1104,請關門。,Shut the door.
1105,關門。,Shut the door.
1106,坐我旁邊。,Sit beside me.
1107,有人來了。,Somebody came.
1108,講清楚。,Speak clearly.
1109,攪一下湯。,Stir the soup.
1110,戒掉賭博吧。,Stop gambling.
1111,別再插手。,Stop meddling.
1112,停止射擊。,Stop shooting.
1113,別擔心了。,Stop worrying.
1114,改邪歸正。,Straighten up.
1115,事情難免會發生。,Stuff happens.
1116,你隨意。,Suit yourself.
1117,說得簡單。,Talk is cheap.
1118,重新告訴我。,Tell me again.
1119,還是要說謝謝的。,Thanks anyway.
1120,太快了。,That was fast.
1121,那是一本書。,That's a book.
1122,好巧妙啊。,That's clever.
1123,那是瘋狂的。,That's insane.
1124,這是我的目的。,That's my aim.
1125,那是我的貓。,That's my cat.
1126,那個是我爸爸。,That's my dad.
1127,不是謊話。,That's no lie.
1128,鈴響了。,The bell rang.
1129,他們都知道。,They all knew.
1130,他們在這裡。,They are here.
1131,他們等得了。,They can wait.
1132,他們有帶武器。,They're armed.
1133,這是假髮。,This is a wig.
1134,這是空的。,This is empty.
1135,奇怪。,This is weird.
1136,扔掉,Throw it away.
1137,時間就是金錢。,Time is money.
1138,今天很有趣。,Today was fun.
1139,湯姆拍了手。,Tom applauded.
1140,湯姆鼓掌。,Tom applauded.
1141,湯姆回來了。,Tom came back.
1142,湯姆沒走。,Tom didn't go.
1143,湯姆摔倒了。,Tom fell down.
1144,湯姆覺得冷。,Tom felt cold.
1145,湯姆累了。,Tom got tired.
1146,湯姆畢業了。,Tom graduated.
1147,湯姆是個鄉巴佬。,Tom is a hick.
1148,湯姆缺席。,Tom is absent.
1149,湯姆是個無聊的人。,Tom is boring.
1150,湯姆很孤獨。,Tom is lonely.
1151,湯姆非常性感。,Tom is so hot.
1152,湯姆很小氣。,Tom is stingy.
1153,湯姆今年三十歲。,Tom is thirty.
1154,湯姆不老。,Tom isn't old.
1155,湯姆認識他。,Tom knows him.
1156,湯姆愛你。,Tom loves you.
1157,湯姆錯過了它。,Tom missed it.
1158,湯姆睡過頭了。,Tom overslept.
1159,湯姆跑得快。,Tom runs fast.
1160,湯姆醉了。,Tom was drunk.
1161,湯姆被解僱了。,Tom was fired.
1162,湯姆累了。,Tom was tired.
1163,湯姆錯了。,Tom was wrong.
1164,湯姆已經結婚了。,Tom's married.
1165,請稍等。,Wait a moment.
1166,等一下。,Wait a moment.
1167,我們都哭了。,We both cried.
1168,我們必須走了。,We have to go.
1169,我們保持了沉默。,We kept quiet.
1170,我們喜歡音樂。,We like music.
1171,我們想你。,We missed you.
1172,我們需要錢。,We need money.
1173,我們必須走了。,We need to go.
1174,我們明白。,We understand.
1175,我們想要糖。,We want candy.
1176,我們感到厭煩了。,We were bored.
1177,我們會很忙。,We'll be busy.
1178,我們會去做。,We'll do that.
1179,我們是朋友。,We're friends.
1180,我們是朋友。,We're friends.
1181,我們是特別的。,We're special.
1182,我們很特別。,We're special.
1183,我們很擔心。,We're worried.
1184,我們已經到了。,We've arrived.
1185,您當時在忙嗎？,Were you busy?
1186,你在哪兒?,Where are you?
1187,誰僱了你？,Who hired you?
1188,誰愛誰？,Who loved who?
1189,這是誰的？,Whose is this?
1190,為什麼責備湯姆？,Why blame Tom?
1191,你喝醉了！,You are drunk!
1192,你在撒謊。,You are lying.
1193,你能跑。,You could run.
1194,真的？,You don't say.
1195,你氣色不錯。,You look good.
1196,你看起來很蒼白。,You look pale.
1197,你應該去。,You should go.
1198,你最好去。,You should go.
1199,你會失敗。,You will fail.
1200,你工作努力。,You work hard.
1201,你在開玩笑吧！,You're joking!
1202,你不是我。,You're not me.
1203,你真壞。,You're so bad.
1204,你很愚蠢。,You're stupid.
1205,你二了。,You're stupid.
1206,閉上你的嘴。,Zip your lips.
1207,鳥會飛。,A bird can fly.
1208,請允許我去。,Allow me to go.
1209,你害怕嗎？,Are you afraid?
1210,你會來嗎？,Are you coming?
1211,你在哭嗎？,Are you crying?
1212,你肚子餓嗎？,Are you hungry?
1213,你是單身嗎？,Are you single?
1214,你不是湯姆嗎?,Aren't you Tom?
1215,你不是湯姆嗎？,Aren't you Tom?
1216,你不熱嗎？,Aren't you hot?
1217,鳥下蛋。,Birds lay eggs.
1218,把水燒開。,Boil the water.
1219,把湯姆帶到這裡來。,Bring Tom here.
1220,把它帶給我。,Bring it to me.
1221,給湯姆買一瓶啤酒。,Buy Tom a beer.
1222,幫我買點零食吧。,Buy me a snack.
1223,我可以吃這個嗎?,Can I eat this?
1224,我能幫你嗎？,Can I help you?
1225,我能看看那個嗎？,Can I see that?
1226,我能坐這裡嗎？,Can I sit here?
1227,我們做得到嗎？,Can we make it?
1228,你能起床嗎？,Can you get up?
1229,打掃房間。,Clean the room.
1230,關門。,Close the door.
1231,關門。,Close the gate.
1232,我要咖啡，謝謝。,"Coffee, please."
1233,你給我下來！,Come down here!
1234,牛可產奶。,Cows give milk.
1235,解決他們。,Deal with them.
1236,您看見它了嗎？,Did you see it?
1237,我看起來很有錢嗎？,Do I look rich?
1238,你想怎麼做就怎麼做。,Do as you like.
1239,你想怎麼做就怎麼做。,Do as you want.
1240,我們認識你麼？,Do we know you?
1241,你討厭我嗎？,Do you hate me?
1242,你們有嗎?,Do you have it?
1243,你聽得見嗎？,Do you hear me?
1244,你認識我嗎？,Do you know me?
1245,你還認識我嗎？,Do you know me?
1246,你認識我嗎？,Do you know me?
1247,你喜歡嗎 ?,Do you like it?
1248,你喜歡嗎？,Do you like it?
1249,你愛我嗎？,Do you love me?
1250,你想我了？,Do you miss me?
1251,你想我嗎？,Do you miss me?
1252,你保證嗎？,Do you promise?
1253,不要吃那個!,Don't eat that!
1254,別碰它。,Don't touch it.
1255,把刀放下！,Drop the knife!
1256,每個人都會說謊。,Everybody lies.
1257,法語很簡單。,French is easy.
1258,上車吧！,Get in the car.
1259,起床!,Get out of bed!
1260,把她幹掉了。,Get rid of her.
1261,吻我。,Give me a kiss.
1262,下午好。,Good afternoon.
1263,新年快樂！,Happy New Year!
1264,元旦快樂！,Happy New Year!
1265,你該多吃點。,Have some more.
1266,他提速了。,He accelerated.
1267,他把我們弄糊塗了。,He confused us.
1268,他不說謊。,He doesn't lie.
1269,他曬不黑。,He doesn't tan.
1270,他舉辦了一場舞會。,He gave a ball.
1271,他舉辦了一場舞會。,He held a ball.
1272,他是醫生來的。,He is a doctor.
1273,他一個人生活。,He lives alone.
1274,他獨自生活。,He lives alone.
1275,他看上去很幸福。,He looks happy.
1276,他看起來很年輕。,He looks young.
1277,他弄丟了一本書。,He lost a book.
1278,他非常喜歡音樂。,He loves music.
1279,他唱了一首歌。,He sang a song.
1280,他被淹死了。,He was drowned.
1281,他是個大男孩。,He's a big boy.
1282,他是作家。,He's an author.
1283,他對老婆言聽計從。,He's henpecked.
1284,這裡有一本書。,Here is a book.
1285,它多貴?,How much is it?
1286,多少錢？,How much is it?
1287,這個幾塊？,How much is it?
1288,時間過得多快呀。,How time flies!
1289,時間過得真快啊！,How time flies!
1290,生意怎麼樣？,How's business?
1291,大家好嗎？,How's everyone?
1292,你們好嗎？,How's it going?
1293,我是一個害羞的男孩。,I am a shy boy.
1294,我是學生。,I am a student.
1295,我是個學生。,I am a student.
1296,我是個老師。,I am a teacher.
1297,我不高興。,I am not happy.
1298,我今天休息。,I am off today.
1299,我太矮了。,I am too short.
1300,我吃了一個蘋果。,I ate an apple.
1301,我吃肉了。,I ate the meat.
1302,我信過你。,I believed you.
1303,我相信了你。,I believed you.
1304,我借錢。,I borrow money.
1305,我的手臂斷了。,I broke my arm.
1306,我聽得到。,I can hear you.
1307,我不喜歡雞蛋。,I dislike eggs.
1308,我不懂。,I don't get it.
1309,我去學校。,I go to school.
1310,我被逮捕了。,I got arrested.
1311,我起床早。,I got up early.
1312,我有一個設想。,I had a vision.
1313,我有一個願景。,I had a vision.
1314,我討厭星期一。,I hate Mondays.
1315,我有一個沙發。,I have a couch.
1316,我咳嗽。,I have a cough.
1317,我有一個夢想。,I have a dream.
